task,checkpoint,episode,fault_mode,fault_joint,fault_time_s,torque_scale,condition_label,fault_scheduled,fault_applied,fault_applied_time_s,fault_lock_angle_rad,fault_joint_effort_limit_original_nm,fault_joint_effort_limit_requested_nm,fault_joint_effort_limit_after_fault_nm,success_no_fall,timeout,fall,episode_duration_s,time_to_fall_s,forward_distance_m,final_x_m,final_y_m,max_lateral_drift_m,mean_forward_vel_b_mps,max_forward_vel_b_mps,mean_abs_lateral_vel_b_mps,mean_root_height_m,min_root_height_m,mean_tilt_metric,max_tilt_metric,mean_base_ang_vel_norm,max_base_ang_vel_norm,left_foot_clearance_mean_m,left_foot_clearance_max_m,right_foot_clearance_mean_m,right_foot_clearance_max_m,left_contact_fraction,right_contact_fraction,left_contact_transitions,right_contact_transitions,left_knee_angle_mean_rad,left_knee_angle_max_rad,right_knee_angle_mean_rad,right_knee_angle_max_rad,distance_before_fault_m,distance_after_fault_m,mean_forward_vel_before_fault_mps,mean_forward_vel_after_fault_mps,mean_root_height_after_fault_m,min_root_height_after_fault_m,max_tilt_after_fault,mean_action_norm,max_action_norm,mean_action_rate,fault_joint_pos_at_fault_rad,fault_joint_pos_final_rad,fault_joint_vel_mean_after_fault_radps,fault_joint_vel_max_after_fault_radps,torque_source,mean_abs_joint_torque_nm,max_abs_joint_torque_nm,mean_abs_joint_torque_after_fault_nm,max_abs_joint_torque_after_fault_nm,torque_saturation_fraction,torque_saturation_fraction_after_fault,fault_joint_torque_mean_after_fault_nm,fault_joint_torque_max_after_fault_nm,total_abs_mechanical_work_j,mean_abs_mechanical_power_w,total_abs_mechanical_work_after_fault_j,mean_abs_mechanical_power_after_fault_w,work_per_meter_after_fault_j_per_m,fault_joint_abs_work_after_fault_j
Isaac-G1-BC-PPO-Walk-Direct-v0,C:\MAIN PROJECT CODE\Humanoid_Robot_Training_Under_DOF_Loss\PPO_RL_policy_checkpoints\PPO_WALK_GOOD_FINAL\model_11992.pt,0,torque,left_knee_joint,2.0,0.0,torque_left_knee_joint_scale_0.00_at_2.00s,1,1,2.0,,300.0,0.0,0.0,0,0,1,2.55,2.55,0.17993366718292236,0.17993366718292236,0.5838020443916321,0.5838020443916321,0.09537446646657832,0.4941232204437256,0.23971441267179205,0.6843169281234989,0.5538415908813477,0.10735961843233605,0.15550988912582397,0.8032554691875136,2.715339183807373,0.058023786535123724,0.1345858871936798,0.04089236211080056,0.12610352039337158,0.7922077922077922,0.974025974025974,6,1,0.7494841910801925,1.5272629261016846,0.7269133290687164,1.0996369123458862,0.2353074997663498,-0.05666510760784149,0.13379750113138775,-0.04023624411510194,0.6520227561978733,0.5538415908813477,0.15550988912582397,59.25476460642629,67.941162109375,9.248405254744236,0.4702509939670563,1.5272629261016846,1.770474852007978,6.045371055603027,applied_torque,4.512191016952713,228.89743041992188,5.646638533648322,228.89743041992188,0.0003510003594996093,0.0,73.41779983744902,228.89743041992188,479.53184878031396,186.83059043388863,179.12761700948076,316.1075594284955,3161.162566727263,110.27267678688624
Isaac-G1-BC-PPO-Walk-Direct-v0,C:\MAIN PROJECT CODE\Humanoid_Robot_Training_Under_DOF_Loss\PPO_RL_policy_checkpoints\PPO_WALK_GOOD_FINAL\model_11992.pt,0,lock,left_knee_joint,2.0,1.0,lock_left_knee_joint_at_2.00s,1,1,2.0,0.7938245534896851,,,,0,0,1,3.0,3.0,0.6631592512130737,0.6631592512130737,0.6664078235626221,0.6664078235626221,0.21256269204870215,0.8452035784721375,0.24099676611766382,0.6754755064927412,0.5596723556518555,0.15007517546497656,0.5469101071357727,1.2298563769838429,5.524430751800537,0.07003393954499651,0.20291292667388916,0.04315858752111704,0.09628598392009735,0.6132596685082873,0.9447513812154696,7,3,0.7921146841009677,0.9864054322242737,0.7762604158227615,1.103670358657837,0.30098211765289307,0.35970211029052734,0.14395993198365128,0.34751894135699896,0.641302517203034,0.5596723556518555,0.5469101071357727,61.19879940728456,75.29481506347656,8.480353186859025,0.7938245534896851,0.9470259547233582,0.011328997136261619,0.6150068640708923,applied_torque,4.563338454915674,100.10844421386719,5.327140765111954,91.9498062133789,0.0004479617847757445,0.0008861320551301613,34.21795148145957,91.9498062133789,505.45125363667796,167.55290175801483,212.29170770645138,208.81151577683747,590.1875514018691,1.7766978087483336
