task,checkpoint,fault_mode,fault_joint,fault_time_s,torque_scale,condition_label,fault_scheduled,fault_applied_rate,fault_joint_effort_limit_original_nm,fault_joint_effort_limit_requested_nm,fault_joint_effort_limit_after_fault_nm,n_episodes,fall_rate,timeout_rate,success_rate,mean_episode_duration_s,mean_time_to_fall_s,mean_forward_distance_m,mean_distance_before_fault_m,mean_distance_after_fault_m,mean_forward_vel_before_fault_mps,mean_forward_vel_after_fault_mps,mean_root_height_after_fault_m,mean_min_root_height_after_fault_m,mean_max_tilt_after_fault,mean_max_lateral_drift_m,mean_base_ang_vel_norm,mean_left_foot_clearance_max_m,mean_right_foot_clearance_max_m,mean_left_contact_fraction,mean_right_contact_fraction,mean_left_contact_transitions,mean_right_contact_transitions,mean_action_norm,mean_action_rate,mean_fault_joint_vel_after_fault_radps,mean_fault_joint_pos_change_after_fault_rad,mean_abs_joint_torque_after_fault_nm,max_abs_joint_torque_after_fault_nm,mean_torque_saturation_fraction_after_fault,mean_fault_joint_torque_after_fault_nm,max_fault_joint_torque_after_fault_nm,mean_total_abs_mechanical_work_j,mean_total_abs_mechanical_work_after_fault_j,mean_abs_mechanical_power_after_fault_w,mean_work_per_meter_after_fault_j_per_m,mean_fault_joint_abs_work_after_fault_j
Isaac-G1-BC-PPO-Walk-Direct-v0,C:\MAIN PROJECT CODE\Humanoid_Robot_Training_Under_DOF_Loss\PPO_RL_policy_checkpoints\PPO_WALK_GOOD_FINAL\model_11992.pt,torque,left_knee_joint,2.0,0.0,torque_left_knee_joint_scale_0.00_at_2.00s,1,1.0,300.0,0.0,0.0,1,1.0,0.0,0.0,2.55,2.55,0.17993366718292236,0.2353074997663498,-0.05666510760784149,0.13379750113138775,-0.04023624411510194,0.6520227561978733,0.5538415908813477,0.15550988912582397,0.5838020443916321,0.8032554691875136,0.1345858871936798,0.12610352039337158,0.7922077922077922,0.974025974025974,6.0,1.0,59.25476460642629,9.248405254744236,1.770474852007978,1.0570119321346283,5.646638533648322,228.89743041992188,0.0,73.41779983744902,228.89743041992188,479.53184878031396,179.12761700948076,316.1075594284955,3161.162566727263,110.27267678688624
Isaac-G1-BC-PPO-Walk-Direct-v0,C:\MAIN PROJECT CODE\Humanoid_Robot_Training_Under_DOF_Loss\PPO_RL_policy_checkpoints\PPO_WALK_GOOD_FINAL\model_11992.pt,lock,left_knee_joint,2.0,1.0,lock_left_knee_joint_at_2.00s,1,1.0,,,,1,1.0,0.0,0.0,3.0,3.0,0.6631592512130737,0.30098211765289307,0.35970211029052734,0.14395993198365128,0.34751894135699896,0.641302517203034,0.5596723556518555,0.5469101071357727,0.6664078235626221,1.2298563769838429,0.20291292667388916,0.09628598392009735,0.6132596685082873,0.9447513812154696,7.0,3.0,61.19879940728456,8.480353186859025,0.011328997136261619,0.1532014012336731,5.327140765111954,91.9498062133789,0.0008861320551301613,34.21795148145957,91.9498062133789,505.45125363667796,212.29170770645138,208.81151577683747,590.1875514018691,1.7766978087483336
